att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,class
v1,7947,1,17640,64,2713,0.649,4497,39,0.71, class1
v1,7694,0,25993,42,1746,0.659,6722,24,0.54, class1
v1,7880,1,26386,47,4435,0.646,5892,29,0.76, class2
v1,7739,0,28642,51,5542,0.91,6961,34,0.5, class2
v1,7767,1,29758,26,1400,0.542,7255,20,0.39, class2
v2,7804,1,28447,62,5559,0.629,6717,44,0.89, class2
v3,7893,2,17829,68,5688,0.651,4849,57,0.7, class1
v2,7614,0,25492,40,2251,0.663,6565,12,0.74, class1
v3,7665,1,29612,72,1509,0.846,3670,33,0.89, class1
v2,7590,0,20146,68,5124,0.658,3708,40,0.88, class1
v3,7847,1,29522,37,5695,0.639,5751,32,0.6, class2
v3,7936,2,,26,1489,0.846,7053,66,0.56, class2
v2,7651,1,18224,61,5600,0.495,6149,29,0.56, class2
v2,7626,0,29400,26,1225,0.469,7230,31,0.72, class2
v2,8153,1,28438,72,5100,0.869,5852,48,0.48, class2
v1,7950,1,22133,41,1238,0.901,6974,27,0.59, class1
v2,8054,1,26311,71,1481,0.506,5715,16,0.43, class2
v1,7613,1,29446,37,4950,0.91,6432,56,0.66, class2
v1,7831,1,23547,52,5536,0.638,7245,33,0.58, class2
v1,7895,2,26556,51,5522,0.876,6808,37,0.89, class2
v3,7950,0,26928,71,5454,0.66,4750,48,0.45, class1
v2,7881,1,26999,55,1987,0.418,7021,30,0.87, class2
v1,7516,2,27218,34,5615,0.477,4965,12,0.65, class1
v1,8150,0,20314,32,1186,0.846,5860,32,0.57, class1
v3,7515,1,26261,71,5636,0.894,6208,34,0.48, class2
v3,8180,1,29538,71,1406,0.896,6407,59,0.44, class1
v3,8149,2,26657,63,1484,0.696,6870,65,0.74, class2
v1,7571,0,26152,51,1254,0.914,6447,63,0.4, class1
v2,7508,1,,71,5625,0.641,6615,42,0.45, class1
v1,7551,2,19081,33,1206,0.888,6970,40,0.61, class1
v1,7784,0,26845,51,3147,0.646,4022,25,0.66, class2
v2,7875,1,28461,58,3265,0.877,3957,27,0.6, class2
v1,7950,1,27525,51,4267,0.644,5902,31,0.42, class2
v3,7763,1,28885,57,4309,0.857,7147,31,0.56, class1
v2,8069,1,18450,48,1456,0.911,6787,17,0.84, class2
v1,7950,0,21233,34,5447,0.84,4717,14,0.44, class1
v2,7546,0,17551,71,5634,0.413,6228,39,0.89, class1
v3,7572,0,28818,71,1231,0.759,3254,65,0.88, class2
v2,7948,0,25072,42,1403,0.576,6585,34,0.43, class1
v1,8192,0,21359,70,3574,0.875,3530,32,0.61, class1
v2,7544,1,25975,36,1618,0.757,4493,39,0.88, class2
v3,7747,0,28920,28,5001,0.844,3304,32,0.89, class1
v1,8140,1,29576,36,5706,0.849,4137,57,0.9, class1
v3,7951,0,24568,32,1280,0.843,6145,22,0.75, class1
v3,7638,0,27261,42,5682,0.905,5950,18,0.88, class1
v1,,0,,42,5152,0.852,3597,35,0.75, class2
v1,8002,2,29095,72,5701,0.684,4457,60,0.42, class2
v1,7820,2,20411,39,5597,0.623,4569,57,0.53, class1
v1,8120,2,29440,67,4251,0.878,6614,63,0.41, class1
v3,7961,0,21746,62,3430,0.881,5805,30,0.48, class1
v2,7901,1,17811,51,5353,0.864,6831,57,0.65, class2
v1,7950,0,23046,66,5124,0.859,5427,15,0.87, class1
v1,7949,0,28611,40,4017,0.867,5671,53,0.78, class1
v2,7948,0,29513,30,5497,0.91,4376,57,0.65, class1
v3,8139,0,29707,48,5197,0.873,5080,23,0.67, class1
v2,7861,2,24771,67,5690,0.913,6434,24,0.68, class1
v2,7647,0,29572,69,1976,0.857,5991,66,0.51, class1
v2,7571,0,28438,44,3127,0.483,4219,63,0.88, class1
v3,7816,1,28437,27,5081,0.906,6678,14,0.88, class1
v2,7857,1,26214,67,3627,0.908,6015,30,0.45, class1
v2,7789,1,29501,42,1279,0.588,6513,15,0.57, class1
v3,,0,29720,72,4964,0.654,5376,35,0.89, class1
v2,7811,0,26871,36,3816,0.912,6921,58,0.46, class2
v1,7788,1,,35,2335,0.574,4436,30,0.77, class1
v3,7775,1,28491,71,1484,0.854,4196,25,0.85, class2
v3,7810,0,23056,71,3774,0.861,3268,57,0.57, class2
v1,7833,1,29763,40,5661,0.693,6458,21,0.89, class2
v1,7947,0,21740,58,5298,0.905,5064,47,0.63, class1
v3,7772,0,25230,32,5177,0.48,7321,19,0.7, class2
v1,7749,0,28689,70,5640,0.691,5718,31,0.71, class1
v3,7882,0,28126,71,1299,0.809,4818,53,0.44, class1
v3,7924,1,27072,40,3464,0.687,3573,58,0.56, class1
v2,8130,1,26949,72,4951,0.876,6937,30,0.68, class1
v1,8141,1,25155,28,5622,0.657,7135,18,0.47, class1
v2,7962,2,21194,52,3755,0.585,6542,15,0.65, class2
v1,7940,2,29372,30,5606,0.885,3753,53,0.4, class1
v2,,2,29018,26,1490,0.856,3636,31,0.43, class2
v1,7796,0,27746,71,5087,0.629,5294,59,0.83, class2
v3,7800,1,29681,71,4062,0.903,6313,59,0.75, class1
v2,7584,2,,36,1379,0.867,5357,42,0.45, class1
v3,7679,1,19900,35,5714,0.666,6041,56,0.88, class2
v1,8164,0,29342,47,5503,0.616,7316,33,0.4, class2
v1,7950,1,26927,50,5608,0.658,7005,12,0.58, class2
v3,7557,2,27033,28,5411,0.671,6716,56,0.9, class1
v2,8022,1,18801,54,1236,0.847,4703,31,0.61, class1
v3,8031,1,29669,34,2295,0.78,5605,60,0.89, class1
v1,7557,2,27008,42,5405,0.777,6352,32,0.88, class1
v2,7529,0,17010,41,1228,0.681,4270,57,0.81, class2
v3,7897,2,29662,38,4656,0.662,3367,57,0.79, class2
v2,7986,0,28248,62,5648,0.653,6245,31,0.5, class1
v3,7596,1,23340,28,1268,0.843,3167,64,0.88, class2
v1,8184,1,21573,52,5383,0.583,3158,58,0.42, class2
v1,8150,1,25219,37,5563,0.649,5367,48,0.52, class2
v2,,2,29572,38,3310,0.692,3215,30,0.4, class2
v2,7949,1,29513,35,2838,0.777,4990,13,0.89, class2
v2,7855,2,17299,27,1182,0.662,7037,16,0.47, class2
v1,7947,0,29421,36,5499,0.654,4166,30,0.69, class2
v2,7595,0,28077,59,3196,0.688,5329,38,0.82, class1
v2,7948,2,29581,62,1551,0.907,3501,50,0.39, class1
v3,7537,0,20952,49,1534,0.654,3358,35,0.88, class1
v1,7593,0,28239,45,2419,0.662,7356,40,0.89, class1
v3,7689,0,18978,33,1301,0.674,6429,23,0.9, class1
v2,7907,1,,70,5325,0.504,6058,66,0.89, class2
v2,7974,1,29025,36,1306,0.877,5200,24,0.65, class2
v3,7806,0,16967,48,5698,0.656,5143,30,0.61, class1
v2,8118,0,26386,29,5475,0.908,4312,56,0.41, class1
v2,7981,2,29589,57,3915,0.558,6151,56,0.62, class1
v3,7566,1,28209,37,5355,0.912,4846,29,0.88, class1
v3,8161,1,29396,36,1431,0.689,3392,29,0.89, class1
v1,7846,1,28615,33,1298,0.913,3245,56,0.65, class2
v1,8172,1,27211,36,1385,0.7,7141,60,0.42, class1
v2,7909,2,29370,64,5482,0.662,5309,56,0.7, class1
v3,8128,2,29411,36,5665,0.838,3857,57,0.67, class1
v1,7951,1,25312,40,5223,0.67,6723,29,0.55, class2
v3,8136,0,29744,50,5332,0.64,6462,13,0.55, class1
v3,8098,2,21219,35,4072,0.903,5781,57,0.8, class1
v1,,2,29502,27,4964,0.911,7029,16,0.43, class1
v3,7780,2,25370,,5120,0.856,4731,51,0.65, class1
v1,7847,1,28708,38,1852,0.891,7069,14,0.75, class1
v1,7868,1,28561,53,3097,0.654,3602,55,0.65, class2
v2,7864,0,20126,28,2940,0.639,6900,24,0.54, class1
v3,8094,0,28168,42,3497,0.838,5802,43,0.56, class2
,7805,0,29484,47,2484,0.863,5161,31,0.8, class1
v1,7854,1,26677,54,5228,0.854,,35,0.62, class2
v2,7943,0,25101,27,1219,0.546,5521,20,0.39, class1
v1,8144,1,20629,41,5477,0.84,4952,32,0.66, class1
v1,7708,0,25822,61,5527,0.641,6006,31,0.65, class2
v3,7583,0,29020,71,5501,0.396,5187,56,0.61, class2
v1,7797,0,29397,72,5524,0.672,4305,62,0.88, class1
v2,8151,2,29750,59,5549,0.432,3187,18,0.66, class1
v3,7584,0,29192,26,5701,0.688,4107,30,0.55, class2
v1,7610,0,29725,69,1280,0.661,6781,28,0.79, class1
v3,7951,1,17239,42,1248,0.869,5626,57,0.88, class1
v1,7604,0,29101,46,5701,0.638,5716,29,0.65, class1
v2,8156,2,22428,71,4412,0.887,7247,60,0.9, class2
v3,8192,0,28736,33,5420,0.771,5159,57,0.89, class1
v3,7610,1,26312,32,1373,0.438,5650,41,0.9, class2
v3,7662,1,22015,71,4701,0.679,3438,66,0.41, class1
v2,7823,0,29233,30,5415,0.89,4311,65,0.53, class2
v2,8148,0,29682,61,1421,0.867,5122,18,0.5, class1
v3,7699,1,23760,35,1444,0.659,3324,26,0.42, class1
v2,7947,1,29321,71,5622,0.665,5874,54,0.63, class1
v1,7703,1,29043,44,4968,0.661,4718,56,0.65, class2
v2,8143,2,27294,46,5485,0.884,5211,13,0.62, class2
v1,7583,1,29482,72,5619,0.871,4607,35,0.82, class2
v2,,1,25998,72,5566,0.569,4627,50,0.82, class2
v1,7826,2,28704,38,1205,0.666,4897,26,0.5, class1
v2,7739,2,29583,71,5180,0.392,6297,57,0.7, class1
v3,7811,2,28820,65,5152,0.913,5145,35,0.6, class2
v3,8157,1,21688,43,4215,0.907,6872,47,0.5, class2
v1,7990,0,23661,35,4941,0.867,6917,40,0.65, class1
v3,7551,0,28951,33,5523,0.775,5569,55,0.89, class1
v1,8164,2,29750,47,5632,0.913,4637,57,0.45, class2
v3,8134,2,29502,46,1263,0.69,3828,63,0.73, class2
v2,7556,1,29691,35,3138,0.64,5095,32,0.59, class1
v2,7836,1,26109,52,5715,0.91,6947,30,0.41, class1
v3,8064,0,29387,71,1336,0.695,4815,13,0.88, class1
v3,7688,0,19184,36,4520,0.64,7161,33,0.72, class2
v3,8170,0,25148,71,3229,0.586,6143,63,0.52, class1
v3,7667,1,29367,71,1515,0.677,7060,19,0.78, class1
v1,7896,2,26911,43,5088,0.91,3407,34,0.4, class1
v3,7550,2,28863,60,4923,0.651,3290,57,0.53, class2
v3,8174,2,28019,56,5316,0.417,7342,40,0.66, class1
v2,8123,0,28554,71,2596,0.845,7258,31,0.9, class1
v2,7828,2,18157,27,3602,0.85,3770,40,0.61, class1
v3,8014,2,29231,34,4969,0.866,3554,27,0.42, class1
v2,8066,2,29634,26,3927,0.876,4523,56,0.85, class2
v2,7668,0,25450,41,5461,0.635,3278,37,0.47, class1
v3,7950,2,23186,42,5367,0.897,3903,63,0.4, class1
v2,7889,0,29361,33,5376,0.638,4220,35,0.63, class2
v2,7664,1,28466,61,5515,0.878,4903,27,0.81, class1
v1,8172,2,29458,45,1251,0.815,6378,15,0.42, class2
v2,8157,2,27435,71,5063,0.852,3887,13,0.4, class2
v3,7947,1,29498,34,5207,0.902,7100,56,0.4, class1
v2,7855,0,27935,63,1353,0.7,3659,21,0.41, class1
v3,7839,1,27475,69,,0.894,5551,34,0.8, class1
v3,7995,1,26684,43,5108,0.641,7217,23,0.68, class2
v1,8145,1,26773,54,4161,0.906,4175,40,0.8, class1
v3,7514,0,28877,56,1475,0.684,4415,57,0.41, class2
v2,,0,27316,57,5660,0.849,6013,52,0.63, class2
v3,7888,0,27911,49,5576,0.894,4028,23,0.82, class1
v2,7777,2,25757,36,5264,0.695,5426,59,0.79, class2
v2,7765,0,28030,26,5686,0.652,4299,57,0.55, class2
v3,7875,2,18345,33,2466,0.402,6918,55,0.44, class1
v2,7827,1,25818,41,4842,0.889,3970,57,0.68, class2
v3,7581,0,28966,69,5481,0.734,5953,57,0.61, class2
v3,7774,1,25439,26,5492,0.699,5312,32,0.42, class1
v1,8180,2,19435,26,1208,0.648,6316,56,0.77, class1
v3,7779,1,27761,72,5541,0.65,5682,38,0.67, class1
v1,7645,0,27160,72,1718,0.647,4018,59,0.7, class1
v3,7947,1,28142,56,5267,0.91,3396,30,0.43, class2
v1,7948,2,29709,49,5454,0.424,5016,29,0.65, class1
v1,7873,2,23195,57,5453,0.913,5805,43,0.73, class1
v2,7867,1,29613,72,2114,0.912,3539,56,0.59, class1
v2,7745,0,20711,72,4988,0.881,5704,39,0.79, class1
v2,7948,2,20079,41,5063,0.852,4334,57,0.49, class2
v1,7950,1,26628,53,3386,0.64,3688,23,0.47, class1
v3,7842,0,25388,35,4708,0.901,5958,51,0.65, class2
v3,7692,0,21641,66,5549,0.646,7046,37,0.88, class2
v1,7809,1,29649,35,2564,0.881,7004,40,0.39, class2
v1,7624,2,29401,60,3419,0.662,4573,57,0.58, class2
v3,7538,2,17037,56,5510,0.906,3757,59,0.73, class1
v3,8146,2,29636,39,5489,0.392,5482,50,0.73, class1
v3,8109,0,21290,71,4189,0.642,3285,15,0.63, class1
v2,7957,2,27346,33,5148,0.907,6368,56,0.52, class1
v2,7930,0,29162,32,5568,0.852,3207,22,0.9, class2
v2,7978,0,22079,30,5186,0.686,6012,18,0.9, class1
v1,7950,1,29641,31,5532,0.849,5983,56,0.77, class1
v1,7892,0,19776,36,5426,0.648,4810,13,0.59, class1
v1,8073,1,29569,34,5293,0.871,6984,55,0.62, class1
v1,8140,1,29737,68,5541,0.905,4984,32,0.79, class1
v1,7716,1,26475,61,5539,0.455,6405,54,0.61, class1
v3,7829,2,27115,42,2444,0.876,4305,37,0.52, class1
v1,7538,2,25293,35,5262,0.517,4676,37,0.65, class1
v3,7595,0,26300,51,1540,0.718,5976,40,0.71, class1
v1,7677,0,24631,49,5677,0.676,6400,36,0.46, class1
v1,,2,27742,44,1716,0.479,5735,36,0.42, class1
v1,7858,2,29723,71,5613,0.65,7160,31,0.4, class1
v1,7791,1,20651,72,1376,0.658,6696,59,0.83, class2
v1,8190,2,17967,65,5069,0.911,6986,57,0.66, class2
v3,7753,1,21534,39,5126,0.877,5393,61,0.65, class1
v2,7622,2,26291,28,5707,0.663,4035,63,0.61, class2
v2,7842,0,29447,68,2869,0.663,6205,20,0.87, class2
v2,7716,1,20622,54,1439,0.855,6933,24,0.41, class1
v3,7624,2,29396,71,3580,0.913,5535,24,0.5, class2
v3,7947,2,29201,33,2046,0.592,6043,57,0.9, class1
v1,7779,1,28544,59,5205,0.785,7180,42,0.62, class1
v3,7765,0,29647,72,5038,0.656,4859,47,0.84, class2
v2,8136,1,29727,32,2688,0.905,5335,40,0.49, class1
v1,7904,1,29504,50,5592,0.877,5646,19,0.4, class1
v2,7836,0,25172,72,5120,0.482,3464,58,0.74, class1
v1,8063,1,25807,55,5709,0.655,6234,35,0.83, class1
v3,7521,2,27463,49,2865,0.907,5260,30,0.59, class2
v1,8076,0,29410,71,1174,0.873,4682,30,0.42, class2
v2,7950,2,25407,47,5074,0.913,3964,13,0.42, class1
v3,7947,0,26286,26,5446,0.461,6812,26,0.88, class2
v1,7948,2,29709,46,5116,0.855,7265,51,0.63, class1
v3,7792,1,27922,40,4805,0.914,5342,35,0.62, class2
v2,7919,1,24545,31,1469,0.858,3868,26,0.48, class2
v2,7737,1,26735,67,1333,0.674,5040,16,0.5, class1
v1,7794,2,18850,71,5236,0.712,5933,34,0.66, class1
v2,7938,0,29604,35,5130,0.476,4188,36,0.62, class1
v3,7951,0,29700,72,2074,0.726,5040,64,0.46, class2
v2,7771,1,23467,36,3109,0.654,5506,38,0.4, class2
v1,7628,1,26303,65,1536,0.645,5385,29,0.9, class1
v2,7827,1,24291,46,5226,0.663,3692,57,0.43, class1
v1,7701,1,28576,38,1424,0.658,7275,38,0.79, class2
v3,8159,2,29402,46,5303,0.838,6289,25,0.83, class1
v1,7915,0,29622,34,1182,0.87,3594,63,0.41, class1
v3,7516,2,26725,51,1520,0.697,6646,17,0.83, class1
v2,7713,2,29490,71,5350,0.429,4016,29,0.89, class1
v2,7804,1,28084,35,1481,0.897,4923,24,0.42, class1
v3,7601,0,25513,70,5292,0.654,5445,17,0.58, class2
v1,8087,2,27779,56,5234,0.643,6556,57,0.89, class1
v1,7538,0,25440,33,5500,0.646,6873,52,0.9, class1
v3,7654,1,17622,71,5419,0.45,6639,13,0.84, class2
v1,7683,0,29133,63,3397,0.589,4552,32,0.64, class1
v2,8112,0,29555,53,1312,0.868,5773,28,0.62, class1
v2,7607,0,28320,65,5114,0.677,3661,48,0.47, class2
v1,,0,29756,43,1332,0.89,6710,15,0.9, class1
v3,8075,0,27698,47,5669,0.64,5551,65,0.85, class1
v2,7821,0,27117,34,5571,0.652,5686,54,0.81, class1
v1,7975,2,26032,26,1174,0.699,3800,24,0.85, class1
v2,8062,0,27174,47,3299,0.435,3563,13,0.42, class2
v2,7687,2,25209,53,2425,0.643,3801,46,0.63, class1
v2,7951,1,29243,71,4930,0.646,5883,40,0.68, class1
v2,8127,2,21792,33,1486,0.911,3416,31,0.63, class1
v2,8136,2,26345,39,5490,0.901,6025,57,0.45, class1
v3,7948,1,29695,72,3620,0.687,5043,39,0.89, class2
v2,8157,1,29523,36,5585,0.669,6776,59,0.66, class2
v1,7768,1,27744,68,3981,0.649,4821,31,0.44, class2
v2,7740,2,21825,68,5243,0.696,4378,65,0.61, class2
v3,7789,1,29307,30,5315,0.538,6489,34,0.72, class1
v2,7947,0,25805,36,1275,0.714,3203,14,0.89, class2
v2,7724,0,22087,66,5380,0.6,5291,29,0.78, class1
v1,7879,1,29637,,4405,0.559,4149,57,0.67, class1
v1,7913,2,28360,40,5462,0.638,3829,12,0.49, class1
v3,8095,1,24818,57,5575,0.886,3264,37,0.59, class1
v2,7931,1,29750,26,5603,0.483,3169,22,0.88, class2
v2,7858,1,29406,33,5320,0.664,6595,24,0.63, class1
v1,7942,0,28859,72,3504,0.671,6515,65,0.89, class2
v1,7710,1,29721,35,5483,0.631,6547,57,0.56, class1
v3,8172,0,29460,64,1200,0.645,6430,45,0.89, class2
v1,7947,0,29514,58,5061,0.655,3897,35,0.42, class1
v3,8015,1,27339,48,3211,0.646,7353,22,0.66, class1
v1,7590,0,27770,30,1824,0.659,5592,58,0.56, class1
v2,7776,2,21967,37,5323,0.652,3458,31,0.82, class1
v1,7666,2,26725,33,5576,0.875,6172,61,0.78, class1
v3,7939,2,20193,31,5131,0.662,4566,59,0.78, class2
v1,7929,0,24476,72,5399,0.909,4654,64,0.8, class1
v1,8144,2,22244,39,5699,0.856,3305,32,0.43, class1
v1,7981,0,26581,61,5502,0.869,3249,23,0.4, class1
v3,7845,0,25030,71,1405,0.646,5068,57,0.41, class1
v1,7998,2,19400,60,1507,0.427,7308,25,0.88, class1
v3,7949,0,29645,34,1208,0.854,5479,29,0.57, class1
v3,8009,0,26099,40,5234,0.57,6104,16,0.41, class1
v3,8137,1,27263,35,5225,0.856,6635,50,0.9, class2
v3,7671,1,22616,72,3166,0.662,5449,20,0.55, class1
v1,7783,0,25563,37,5453,0.537,7184,45,0.88, class1
v2,7848,2,21592,45,5119,0.845,5779,47,0.64, class1
v3,7608,2,18472,32,5066,0.912,6782,14,0.4, class1
v3,7587,1,24888,40,5079,0.64,6313,57,0.63, class2
v2,7746,1,28954,62,4757,0.458,6998,65,0.52, class1
v1,7597,2,25366,33,5690,0.423,7230,30,0.88, class2
v1,7947,1,29434,71,1955,0.644,7061,30,0.42, class1
v1,7680,0,28050,44,5050,0.664,3190,62,0.66, class1
v1,7746,0,20746,38,2887,0.648,5032,28,0.71, class2
v1,7758,0,21860,53,2047,0.881,4641,36,0.66, class2
v3,8111,0,27854,71,1504,0.852,5863,19,0.9, class1
v3,7698,0,28426,63,5070,0.878,6404,19,0.68, class2
v3,7741,0,28460,63,5262,0.886,4880,56,0.52, class2
v3,7907,2,18854,36,4334,0.86,5897,12,0.88, class1
v2,7917,0,29570,52,5187,0.845,3672,32,0.48, class2
v2,8143,1,28063,41,4882,0.639,7193,30,0.89, class1
v2,8140,1,20341,42,3746,0.639,3565,19,0.66, class1
v3,7515,0,29760,29,5482,0.859,5571,25,0.49, class1
v1,8169,1,29469,31,1219,0.646,4691,21,0.64, class1
v3,8135,0,25543,51,5088,0.667,6054,13,0.46, class2
v3,7580,2,29498,72,1227,0.415,4294,12,0.89, class2
v2,7948,2,17969,31,5489,0.667,7112,16,0.42, class1
v1,7948,1,25609,51,1462,0.653,5437,30,0.41, class2
v1,7560,0,29623,33,4557,0.689,5734,19,0.63, class1
v2,8027,1,18190,61,4644,0.91,3299,62,0.43, class1
v2,7744,0,29493,43,5231,0.898,4491,17,0.61, class1
v1,7719,0,28649,55,2532,0.601,4646,37,0.43, class1
v1,7780,1,25779,71,5498,0.609,5253,50,0.76, class2
v1,7858,0,23501,71,5625,0.759,7031,65,0.63, class1
v3,7596,1,27499,46,1997,0.838,7071,54,0.64, class2
v3,7972,0,29415,40,5091,0.665,3873,61,0.4, class2
v2,7878,1,28147,37,5698,0.437,4227,48,0.63, class2
v3,7685,1,26489,35,1235,0.868,4575,56,0.85, class1
v2,7950,2,22579,40,4626,0.903,5182,30,0.61, class1
v3,7837,1,29436,49,5550,0.668,6865,60,0.61, class1
v1,8101,0,29506,44,5477,0.877,3590,63,0.51, class1
v3,7645,2,,39,1416,0.913,6599,48,0.67, class2
v2,7868,2,28744,28,5190,0.851,5181,56,0.46, class1
v3,7783,0,29602,72,1558,0.439,6446,56,0.4, class1
v3,7759,0,26853,56,5314,0.66,3659,56,0.65, class2
v2,7638,0,25125,45,1422,0.907,4467,56,0.39, class2
v3,7577,0,28890,52,5713,0.855,4642,38,0.66, class1
v3,7665,0,27363,72,1357,0.853,4302,24,0.55, class1
v2,7897,0,29368,38,1865,0.892,5974,51,0.44, class2
v3,7758,0,22723,48,1349,0.869,5668,61,0.44, class2
v1,7588,2,20564,71,1372,0.895,7304,35,0.88, class1
v2,8188,0,29396,55,1252,0.875,7116,31,0.41, class2
v1,,2,29709,72,2515,0.433,7056,31,0.62, class1
v1,8049,1,27109,72,5485,0.685,4322,16,0.89, class2
v1,7796,2,17622,32,5584,0.852,5612,24,0.5, class1
v2,8000,0,25066,48,5287,0.392,3149,33,0.45, class1
v2,7947,2,29599,33,5671,0.645,5130,56,0.43, class2
v2,8170,0,21301,44,3254,0.678,7285,56,0.89, class2
v1,7938,0,21644,72,2596,0.909,6614,64,0.48, class1
v1,8136,0,27405,37,1182,0.66,3445,30,0.43, class1
v3,7992,1,27025,40,3874,0.649,7019,35,0.57, class1
v3,7754,2,25416,29,4736,0.839,3874,33,0.68, class1
v2,8048,0,29700,54,5095,0.656,6372,44,0.66, class1
v3,8047,2,29558,27,1774,0.88,4588,26,0.88, class1
v1,7532,2,27945,72,5314,0.853,6809,25,0.47, class2
v1,7948,0,26101,72,1193,0.65,3822,48,0.64, class1
v3,8137,1,26684,50,5064,0.647,6161,33,0.62, class1
v2,7720,2,29754,57,5634,0.852,5233,29,0.73, class1
v3,7819,1,23436,30,1389,0.644,5764,26,0.69, class1
v3,7951,1,20676,43,5136,0.782,5857,21,0.78, class1
v3,8103,1,29428,50,1523,0.638,7169,15,0.43, class1
v3,7558,2,25677,59,1375,0.648,4679,16,0.39, class1
v3,7777,0,24069,36,5300,0.479,4795,31,0.9, class1
v3,7509,2,18780,35,1309,0.905,6738,40,0.61, class1
v2,7950,1,28345,52,5485,0.656,6759,30,0.89, class1
v2,7950,0,21050,72,5173,0.898,6201,24,0.39, class1
v2,7744,2,25610,29,1507,0.866,6907,44,0.46, class1
v2,7754,1,28249,72,1720,0.604,,56,0.45, class2
v2,7763,2,26238,30,5384,0.661,4589,44,0.45, class2
v3,7656,2,29527,40,5664,0.644,6917,30,0.46, class2
v2,7742,2,26898,71,5112,0.657,3398,56,0.89, class2
v2,7777,1,29677,34,2181,0.608,7026,40,0.62, class1
v1,7537,0,29448,40,4911,0.645,6596,21,0.63, class1
v2,7600,2,26388,43,1470,0.857,3710,28,0.89, class1
v1,7604,1,27468,56,5615,0.481,3745,58,0.65, class1
v1,7951,0,25687,71,5367,0.656,5933,17,0.88, class1
v3,7687,0,18535,59,4966,0.516,5914,56,0.41, class1
v1,7948,0,28608,36,3942,0.641,7102,21,0.8, class1
v1,8175,1,29545,63,5693,0.873,3973,34,0.68, class1
v2,7947,1,29548,46,2025,0.562,7082,29,0.84, class1
v2,7616,0,20299,71,2827,0.804,6719,38,0.6, class1
v1,7950,0,29118,68,5481,0.44,7098,35,0.89, class1
v3,7517,1,27201,39,5150,0.812,3652,57,0.62, class2
v1,7936,0,27224,61,5643,0.674,5833,38,0.65, class1
v2,7951,1,21502,36,5005,0.909,5951,32,0.61, class1
v1,8067,1,29694,31,5575,0.642,6592,24,0.81, class2
v1,7740,0,26635,54,1513,0.641,3996,38,0.66, class2
v1,8169,0,27013,36,1381,0.913,3307,22,0.57, class1
v2,8191,1,29478,39,5595,0.413,5109,14,0.77, class2
v1,7841,0,18955,66,1472,0.65,3219,37,0.41, class2
v3,7791,1,29656,62,2372,0.683,6241,34,0.84, class2
v2,7671,2,29455,72,5603,0.91,6991,21,0.67, class1
v1,7855,2,17978,50,5527,0.691,3722,36,0.67, class1
v3,,1,28589,27,3749,0.643,4879,23,0.89, class1
v2,8177,1,29499,37,2620,0.606,7160,32,0.43, class2
v3,7583,2,29725,72,5575,0.912,4063,15,0.49, class1
v2,7789,0,29507,35,1509,0.865,6901,53,0.78, class2
v1,7950,2,29768,71,5583,0.665,5605,32,0.73, class2
v3,7761,2,28743,46,5190,0.846,5144,43,0.44, class1
v2,7833,1,28565,71,5535,0.867,7158,57,0.89, class1
v1,7948,1,20386,72,1198,0.902,7135,33,0.64, class1
v1,8149,1,28462,47,5556,0.863,7121,61,0.66, class1
v3,8173,1,29364,29,5696,0.791,6130,23,0.9, class1
v3,7868,2,28192,65,5685,0.413,7278,24,0.46, class2
v1,7790,0,29480,71,5407,0.651,4693,47,0.65, class2
v1,7663,2,29733,51,1551,0.669,3597,66,0.9, class1
v3,8029,1,18273,62,5569,0.786,4643,39,0.55, class1
v2,7657,1,29537,33,3287,0.746,3941,26,0.81, class1
v1,7550,2,29371,27,1440,0.53,7073,34,0.89, class1
v1,7772,1,25125,72,1256,0.908,4994,18,0.47, class1
v2,7862,2,29442,71,2297,0.699,7313,25,0.77, class2
v2,7796,0,29516,33,1976,0.666,5163,37,0.41, class1
v1,8163,1,26653,41,1379,0.867,6809,15,0.76, class2
v1,7842,0,29022,28,1542,0.66,3207,38,0.61, class1
v2,7775,0,29700,30,5243,0.859,3446,57,0.46, class2
v1,7810,1,19982,72,4052,0.66,6088,40,0.86, class2
v1,8186,0,27907,36,1476,0.721,3916,40,0.84, class2
v3,7934,2,26873,53,5659,0.692,4318,56,0.66, class2
v1,8031,1,19506,37,5111,0.907,6415,56,0.63, class1
v1,7933,0,26276,52,5141,0.898,4954,35,0.88, class1
v3,7898,1,18866,72,1279,0.867,5985,54,0.9, class2
v1,7859,0,29535,36,1551,0.906,6240,37,0.74, class2
v1,7526,1,25946,68,1282,0.503,7258,21,0.47, class1
v3,7947,0,26138,59,2767,0.48,6079,35,0.64, class2
v2,7785,1,26137,63,5559,0.639,5598,30,0.64, class1
v3,7646,0,26678,72,1409,0.626,5051,46,0.84, class2
v1,7785,0,29046,72,,0.674,3442,34,0.45, class1
v1,8025,0,29573,64,1191,0.67,6886,13,0.65, class1
v1,7977,0,27524,36,5624,0.736,5674,18,0.54, class1
v3,7608,0,28402,71,1536,0.89,6469,37,0.84, class1
v3,7949,1,21446,68,1790,0.906,4415,54,0.63, class1
v1,7783,2,23979,61,1208,0.444,4992,35,0.46, class2
v1,7815,0,29418,42,2654,0.913,6950,37,0.88, class1
v2,8163,2,25259,63,1231,0.677,5951,41,0.5, class1
